Table Code,State Code,District Code,Area Name,Total/ Rural/ Urban,Age group,Worked for 3 months or more but less than 6 months -  Persons,Worked for 3 months or more but less than 6 months - Males,Worked for 3 months or more but less than 6 months - Females,Worked for less than 3 months - Persons,Worked for less than 3 months - Males,Worked for less than 3 months - Females,Industrial Category - A - Cultivators - Persons,Industrial Category - A - Cultivators - Males,Industrial Category - A - Cultivators - Females,Industrial Category - A - Agricultural labourers - Persons,Industrial Category - A - Agricultural labourers - Males,Industrial Category - A - Agricultural labourers - Females,"Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Persons","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Males","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
B0706,`33,`628,District - Tirunelveli,Total,20-24,15763,8842,6921,3256,1825,1431,545,320,225,4759,2928,1831,265,196,69,32,32,0,2346,224,2122,1844,868,976,144,135,9,1851,1597,254,6,6,0,1184,1000,184,600,579,21,211,189,22,3,0,3,182,122,60,119,80,39,107,63,44,687,105,582,377,100,277,3757,2123,1634
B0706,`33,`628,District - Tirunelveli,Total,25-29,17869,9958,7911,3688,1916,1772,764,480,284,6365,3678,2687,360,284,76,63,54,9,3148,312,2836,2159,885,1274,111,90,21,2369,1873,496,3,3,0,1232,1099,133,695,679,16,351,336,15,0,0,0,179,133,46,132,108,24,109,86,23,560,198,362,476,126,350,2481,1450,1031
B0706,`33,`628,District - Tirunelveli,Total,30-34,16051,8699,7352,2948,1376,1572,741,500,241,6146,3512,2634,367,287,80,56,54,2,3024,314,2710,1926,729,1197,62,56,6,2357,1652,705,2,2,0,1128,988,140,591,583,8,262,239,23,3,3,0,91,77,14,136,128,8,103,72,31,358,116,242,336,77,259,1310,686,624
B0706,`33,`628,District - Tirunelveli,Total,35-39,15544,7655,7889,2974,1279,1695,752,467,285,6689,3378,3311,391,265,126,53,51,2,3076,313,2763,1815,637,1178,54,50,4,2196,1372,824,0,0,0,975,861,114,407,402,5,317,289,28,9,9,0,43,41,2,128,119,9,108,69,39,268,93,175,263,48,215,974,470,504
B0706,`33,`628,District - Tirunelveli,Total,40-49,26159,12933,13226,5008,2238,2770,1548,1012,536,12704,6298,6406,854,587,267,84,67,17,4304,476,3828,2225,884,1341,94,75,19,3741,2185,1556,6,6,0,1369,1129,240,505,498,7,643,583,60,2,0,2,47,36,11,157,146,11,128,93,35,363,123,240,587,135,452,1806,838,968
B0706,`33,`628,District - Tirunelveli,Total,50-59,18269,9098,9171,3846,1723,2123,1382,853,529,9975,4694,5281,757,436,321,48,41,7,2196,454,1742,1298,627,671,55,49,6,2452,1214,1238,0,0,0,867,750,117,235,222,13,392,354,38,0,0,0,35,29,6,98,87,11,156,121,35,234,70,164,436,115,321,1499,705,794
B0706,`33,`628,District - Tirunelveli,Total,60-69,11381,5726,5655,2822,1319,1503,1040,709,331,6864,3162,3702,619,394,225,44,36,8,1104,310,794,503,272,231,33,29,4,1589,688,901,3,3,0,477,373,104,48,45,3,233,196,37,0,0,0,15,12,3,29,27,2,79,61,18,50,27,23,309,100,209,1164,601,563
B0706,`33,`628,District - Tirunelveli,Total,70-79,3559,2013,1546,1034,531,503,363,271,92,2313,1242,1071,185,128,57,3,3,0,293,94,199,161,108,53,11,6,5,381,182,199,0,0,0,176,146,30,3,3,0,47,35,12,3,3,0,0,0,0,18,18,0,23,17,6,23,15,8,139,49,90,451,224,227
B0706,`33,`628,District - Tirunelveli,Total,80+,665,343,322,201,125,76,68,50,18,388,202,186,17,13,4,0,0,0,94,45,49,18,12,6,3,3,0,68,37,31,0,0,0,29,23,6,2,2,0,9,9,0,0,0,0,0,0,0,2,0,2,12,12,0,5,3,2,29,15,14,122,42,80
B0706,`33,`628,District - Tirunelveli,Total,Age not stated,79,39,40,14,4,10,8,6,2,27,10,17,0,0,0,0,0,0,12,0,12,3,0,3,0,0,0,8,0,8,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,20,12,8
B0706,`33,`628,District - Tirunelveli,Rural,Total,88031,44667,43364,16322,7334,8988,6675,4168,2507,45670,23506,22164,2764,1820,944,331,288,43,11968,1588,10380,6836,2794,4042,358,320,38,11940,6408,5532,16,14,2,3206,2708,498,1637,1592,45,1171,1063,108,3,3,0,184,127,57,299,270,29,345,215,130,1168,283,885,1552,458,1094,8230,4376,3854
B0706,`33,`628,District - Tirunelveli,Rural,`5-9,673,341,332,30,17,13,86,37,49,63,27,36,18,9,9,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,3,6,519,282,237
B0706,`33,`628,District - Tirunelveli,Rural,`10-14,1290,670,620,133,82,51,86,41,45,206,109,97,38,18,20,3,0,3,69,26,43,74,28,46,2,0,2,50,42,8,0,0,0,52,49,3,9,9,0,6,6,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,3,21,9,12,801,412,389
B0706,`33,`628,District - Tirunelveli,Rural,15-19,5488,3034,2454,983,597,386,319,175,144,1736,1162,574,156,127,29,21,21,0,680,52,628,773,227,546,13,11,2,591,523,68,2,0,2,430,349,81,112,112,0,88,86,2,0,0,0,14,5,9,9,7,2,8,0,8,52,12,40,77,37,40,1390,725,665
B0706,`33,`628,District - Tirunelveli,Rural,20-24,9789,5388,4401,1849,953,896,461,267,194,3843,2296,1547,196,143,53,29,29,0,1505,141,1364,1040,481,559,96,90,6,1048,849,199,0,0,0,523,461,62,350,332,18,113,106,7,0,0,0,62,40,22,44,32,12,56,33,23,359,45,314,217,49,168,1696,947,749
B0706,`33,`628,District - Tirunelveli,Rural,25-29,11316,6141,5175,2085,996,1089,680,418,262,5019,2828,2191,254,191,63,49,43,6,1867,193,1674,1145,490,655,68,58,10,1482,1023,459,3,3,0,519,458,61,379,371,8,199,186,13,0,0,0,52,35,17,42,39,3,37,25,12,247,68,179,279,82,197,1080,626,454
B0706,`33,`628,District - Tirunelveli,Rural,30-34,10114,5270,4844,1693,742,951,640,424,216,4843,2693,2150,236,175,61,47,45,2,1727,162,1565,1001,369,632,35,31,4,1522,918,604,2,2,0,431,379,52,275,270,5,82,71,11,0,0,0,23,17,6,62,57,5,42,25,17,131,31,100,137,43,94,571,300,271
B0706,`33,`628,District - Tirunelveli,Rural,35-39,10067,4771,5296,1714,640,1074,647,394,253,5182,2559,2623,278,178,100,44,42,2,1740,178,1562,978,342,636,22,20,2,1488,763,725,0,0,0,330,270,60,204,201,3,131,116,15,3,3,0,9,9,0,58,58,0,46,27,19,109,43,66,134,23,111,378,185,193
B0706,`33,`628,District - Tirunelveli,Rural,40-49,16855,8077,8778,2926,1259,1667,1341,857,484,9765,4781,4984,574,370,204,69,52,17,2339,282,2057,1006,436,570,65,57,8,2521,1155,1366,6,6,0,444,362,82,191,189,2,272,240,32,0,0,0,15,12,3,39,39,0,52,35,17,146,51,95,267,80,187,669,332,337
B0706,`33,`628,District - Tirunelveli,Rural,50-59,11927,5669,6258,2265,893,1372,1186,710,476,7570,3517,4053,522,296,226,33,26,7,1161,268,893,535,258,277,30,26,4,1721,627,1094,0,0,0,242,210,32,85,79,6,173,157,16,0,0,0,6,6,0,31,26,5,50,35,15,89,15,74,199,43,156,559,263,296
B0706,`33,`628,District - Tirunelveli,Rural,60-69,7734,3783,3951,1818,730,1088,871,581,290,5316,2408,2908,401,242,159,33,27,6,651,205,446,205,98,107,21,21,0,1194,396,798,3,3,0,158,111,47,30,27,3,82,72,10,0,0,0,0,0,0,11,9,2,41,26,15,18,9,9,133,58,75,384,220,164
B0706,`33,`628,District - Tirunelveli,Rural,70-79,2315,1296,1019,676,329,347,300,222,78,1793,960,833,83,63,20,3,3,0,163,51,112,76,62,14,3,3,0,272,97,175,0,0,0,59,47,12,0,0,0,19,17,2,0,0,0,0,0,0,3,3,0,10,6,4,11,9,2,68,22,46,128,60,68
B0706,`33,`628,District - Tirunelveli,Rural,80+,411,208,203,142,93,49,52,38,14,312,160,152,8,8,0,0,0,0,52,30,22,3,3,0,3,3,0,43,15,28,0,0,0,15,9,6,2,2,0,6,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,9,2,43,15,28
B0706,`33,`628,District - Tirunelveli,Rural,Age not stated,52,19,33,8,3,5,6,4,2,22,6,16,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,8,0,8,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3
B0706,`33,`628,District - Tirunelveli,Urban,Total,49044,26984,22060,11380,6133,5247,1097,794,303,13010,7211,5799,1294,949,345,81,76,5,8762,1074,7688,6411,2648,3763,245,198,47,6169,5387,782,6,6,0,5127,4364,763,1631,1600,31,1421,1289,132,17,12,5,460,354,106,543,455,88,502,379,123,1506,499,1007,1650,406,1244,10492,5416,5076
B0706,`33,`628,District - Tirunelveli,Urban,`5-9,490,261,229,18,9,9,13,6,7,10,5,5,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,6,0,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,15,438,242,196
B0706,`33,`628,District - Tirunelveli,Urban,`10-14,835,399,436,76,42,34,20,13,7,32,22,10,3,3,0,0,0,0,37,9,28,38,3,35,0,0,0,25,25,0,0,0,0,23,23,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,27,12,15,701,326,375
B0706,`33,`628,District - Tirunelveli,Urban,15-19,2960,1640,1320,671,384,287,37,22,15,403,288,115,25,22,3,5,5,0,342,33,309,407,162,245,21,14,7,425,405,20,0,0,0,376,270,106,61,58,3,31,28,3,0,0,0,32,20,12,14,5,9,14,0,14,68,20,48,81,18,63,1289,654,635
B0706,`33,`628,District - Tirunelveli,Urban,20-24,5974,3454,2520,1407,872,535,84,53,31,916,632,284,69,53,16,3,3,0,841,83,758,804,387,417,48,45,3,803,748,55,6,6,0,661,539,122,250,247,3,98,83,15,3,0,3,120,82,38,75,48,27,51,30,21,328,60,268,160,51,109,2061,1176,885
B0706,`33,`628,District - Tirunelveli,Urban,25-29,6553,3817,2736,1603,920,683,84,62,22,1346,850,496,106,93,13,14,11,3,1281,119,1162,1014,395,619,43,32,11,887,850,37,0,0,0,713,641,72,316,308,8,152,150,2,0,0,0,127,98,29,90,69,21,72,61,11,313,130,183,197,44,153,1401,824,577
B0706,`33,`628,District - Tirunelveli,Urban,30-34,5937,3429,2508,1255,634,621,101,76,25,1303,819,484,131,112,19,9,9,0,1297,152,1145,925,360,565,27,25,2,835,734,101,0,0,0,697,609,88,316,313,3,180,168,12,3,3,0,68,60,8,74,71,3,61,47,14,227,85,142,199,34,165,739,386,353
B0706,`33,`628,District - Tirunelveli,Urban,35-39,5477,2884,2593,1260,639,621,105,73,32,1507,819,688,113,87,26,9,9,0,1336,135,1201,837,295,542,32,30,2,708,609,99,0,0,0,645,591,54,203,201,2,186,173,13,6,6,0,34,32,2,70,61,9,62,42,20,159,50,109,129,25,104,596,285,311
B0706,`33,`628,District - Tirunelveli,Urban,40-49,9304,4856,4448,2082,979,1103,207,155,52,2939,1517,1422,280,217,63,15,15,0,1965,194,1771,1219,448,771,29,18,11,1220,1030,190,0,0,0,925,767,158,314,309,5,371,343,28,2,0,2,32,24,8,118,107,11,76,58,18,217,72,145,320,55,265,1137,506,631
B0706,`33,`628,District - Tirunelveli,Urban,50-59,6342,3429,2913,1581,830,751,196,143,53,2405,1177,1228,235,140,95,15,15,0,1035,186,849,763,369,394,25,23,2,731,587,144,0,0,0,625,540,85,150,143,7,219,197,22,0,0,0,29,23,6,67,61,6,106,86,20,145,55,90,237,72,165,940,442,498
B0706,`33,`628,District - Tirunelveli,Urban,60-69,3647,1943,1704,1004,589,415,169,128,41,1548,754,794,218,152,66,11,9,2,453,105,348,298,174,124,12,8,4,395,292,103,0,0,0,319,262,57,18,18,0,151,124,27,0,0,0,15,12,3,18,18,0,38,35,3,32,18,14,176,42,134,780,381,399
B0706,`33,`628,District - Tirunelveli,Urban,70-79,1244,717,527,358,202,156,63,49,14,520,282,238,102,65,37,0,0,0,130,43,87,85,46,39,8,3,5,109,85,24,0,0,0,117,99,18,3,3,0,28,18,10,3,3,0,0,0,0,15,15,0,13,11,2,12,6,6,71,27,44,323,164,159
B0706,`33,`628,District - Tirunelveli,Urban,80+,254,135,119,59,32,27,16,12,4,76,42,34,9,5,4,0,0,0,42,15,27,15,9,6,0,0,0,25,22,3,0,0,0,14,14,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,2,9,9,0,5,3,2,18,6,12,79,27,52
B0706,`33,`628,District - Tirunelveli,Urban,Age not stated,27,20,7,6,1,5,2,2,0,5,4,1,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,3,5
B0706,`33,`629,District - Kanniyakumari,Total,Total,102470,62862,39608,24219,14744,9475,3381,2429,952,21517,17001,4516,8341,7343,998,330,286,44,8406,2854,5552,9746,4279,5467,247,221,26,25884,20830,5054,36,36,0,5618,4207,1411,2674,2599,75,1301,1042,259,14,4,10,396,284,112,758,546,212,1441,914,527,3143,870,2273,6257,880,5377,27199,10981,16218
B0706,`33,`629,District - Kanniyakumari,Total,`5-9,1224,623,601,29,18,11,53,30,23,16,9,7,0,0,0,0,0,0,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,23,43,1106,573,533
B0706,`33,`629,District - Kanniyakumari,Total,`10-14,1802,921,881,96,53,43,52,25,27,53,30,23,17,14,3,0,0,0,13,0,13,17,8,9,0,0,0,31,25,6,0,0,0,6,6,0,6,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,26,48,1626,834,792
B0706,`33,`629,District - Kanniyakumari,Total,15-19,5009,2784,2225,604,417,187,143,76,67,378,314,64,180,163,17,19,17,2,99,36,63,280,130,150,0,0,0,698,653,45,0,0,0,263,145,118,36,34,2,24,10,14,0,0,0,24,11,13,6,3,3,61,58,3,42,10,32,126,58,68,3234,1483,1751
B0706,`33,`629,District - Kanniyakumari,Total,20-24,11303,6719,4584,2056,1291,765,269,154,115,1161,945,216,462,414,48,31,22,9,429,134,295,883,355,528,55,52,3,2290,2170,120,6,6,0,606,438,168,190,187,3,137,104,33,0,0,0,83,57,26,75,37,38,293,269,24,624,83,541,531,89,442,5234,2494,2740
B0706,`33,`629,District - Kanniyakumari,Total,25-29,12739,7999,4740,2441,1613,828,320,203,117,1910,1579,331,729,669,60,24,21,3,748,249,499,910,471,439,46,46,0,3263,3013,250,7,7,0,671,569,102,436,428,8,147,119,28,4,2,2,107,78,29,123,94,29,173,155,18,697,199,498,812,89,723,4053,1621,2432
B0706,`33,`629,District - Kanniyakumari,Total,30-34,11973,7398,4575,2729,1640,1089,279,198,81,2127,1724,403,865,762,103,26,20,6,1054,327,727,1292,613,679,50,42,8,3518,3008,510,3,3,0,729,593,136,515,500,15,121,109,12,4,2,2,57,45,12,105,64,41,169,80,89,424,107,317,821,58,763,2543,783,1760
B0706,`33,`629,District - Kanniyakumari,Total,35-39,11482,6766,4716,2859,1663,1196,306,219,87,2412,1859,553,908,810,98,25,22,3,1210,398,812,1362,541,821,26,24,2,3239,2499,740,9,9,0,670,543,127,533,527,6,131,115,16,0,0,0,46,35,11,95,65,30,110,51,59,367,77,290,848,55,793,2044,580,1464
B0706,`33,`629,District - Kanniyakumari,Total,40-49,20326,12433,7893,4949,2787,2162,634,445,189,4977,3805,1172,1984,1701,283,76,67,9,2044,621,1423,2407,916,1491,23,21,2,6023,4552,1471,9,9,0,1066,778,288,590,569,21,292,223,69,0,0,0,49,38,11,197,151,46,265,122,143,539,190,349,1225,176,1049,2875,836,2039
B0706,`33,`629,District - Kanniyakumari,Total,50-59,14727,9360,5367,4156,2481,1675,597,474,123,4391,3472,919,1809,1588,221,88,76,12,1342,429,913,1550,653,897,23,21,2,3963,2842,1121,0,0,0,857,642,215,280,268,12,259,227,32,3,0,3,20,15,5,107,92,15,246,119,127,303,127,176,890,121,769,2155,675,1480
B0706,`33,`629,District - Kanniyakumari,Total,60-69,8523,5594,2929,3059,1915,1144,485,398,87,2982,2377,605,1017,893,124,30,30,0,1011,438,573,784,419,365,21,12,9,2213,1578,635,2,2,0,512,324,188,76,71,5,136,94,42,3,0,3,10,5,5,35,31,4,97,45,52,104,56,48,597,89,508,1467,647,820
B0706,`33,`629,District - Kanniyakumari,Total,70-79,2784,1894,890,1022,722,300,199,175,24,942,760,182,312,275,37,9,9,0,368,186,182,210,139,71,0,0,0,578,438,140,0,0,0,187,124,63,9,9,0,38,32,6,0,0,0,0,0,0,15,9,6,21,9,12,31,18,13,212,78,134,675,355,320
B0706,`33,`629,District - Kanniyakumari,Total,80+,550,360,190,214,143,71,43,32,11,162,123,39,58,54,4,2,2,0,79,33,46,46,32,14,3,3,0,68,52,16,0,0,0,45,39,6,3,3,0,13,6,7,0,0,0,0,0,0,0,0,0,6,6,0,12,3,9,52,18,34,172,97,75
B0706,`33,`629,District - Kanniyakumari,Total,Age not stated,28,11,17,5,1,4,1,0,1,6,4,2,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,3,12
B0706,`33,`629,District - Kanniyakumari,Rural,Total,20116,11081,9035,3941,1926,2015,1206,706,500,5119,3691,1428,1686,1390,296,40,28,12,1674,456,1218,1432,728,704,48,46,2,5692,3098,2594,0,0,0,714,388,326,366,358,8,182,118,64,4,2,2,38,18,20,98,66,32,352,94,258,526,152,374,800,102,698,4080,1566,2514
B0706,`33,`629,District - Kanniyakumari,Rural,`5-9,176,81,95,0,0,0,19,9,10,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,70,84
B0706,`33,`629,District - Kanniyakumari,Rural,`10-14,323,153,170,1,0,1,19,7,12,13,4,9,2,2,0,0,0,0,6,0,6,8,6,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,130,142
B0706,`33,`629,District - Kanniyakumari,Rural,15-19,828,458,370,119,88,31,61,25,36,82,69,13,62,54,8,6,6,0,8,6,2,66,46,20,0,0,0,108,94,14,0,0,0,56,18,38,8,6,2,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,6,0,6,464,220,244
B0706,`33,`629,District - Kanniyakumari,Rural,20-24,1691,1003,688,296,138,158,111,61,50,236,194,42,84,62,22,6,0,6,66,10,56,118,58,60,14,14,0,316,310,6,0,0,0,68,16,52,22,22,0,26,14,12,0,0,0,18,12,6,6,6,0,8,2,6,134,14,120,52,8,44,702,338,364
B0706,`33,`629,District - Kanniyakumari,Rural,25-29,2282,1381,901,443,295,148,120,69,51,397,317,80,168,162,6,0,0,0,164,46,118,170,114,56,14,14,0,548,450,98,0,0,0,82,70,12,66,66,0,42,30,12,4,2,2,6,0,6,32,20,12,42,30,12,110,30,80,134,10,124,626,246,380
B0706,`33,`629,District - Kanniyakumari,Rural,30-34,2252,1269,983,403,197,206,117,63,54,518,393,125,158,122,36,2,2,0,210,62,148,156,94,62,0,0,0,716,450,266,0,0,0,92,44,48,62,60,2,8,6,2,0,0,0,0,0,0,6,6,0,54,6,48,62,18,44,74,6,68,420,134,286
B0706,`33,`629,District - Kanniyakumari,Rural,35-39,2398,1246,1152,413,144,269,105,54,51,574,398,176,156,116,40,0,0,0,240,70,170,164,82,82,0,0,0,780,382,398,0,0,0,102,62,40,72,72,0,12,12,0,0,0,0,14,6,8,12,6,6,28,6,22,54,12,42,114,8,106,384,104,280
B0706,`33,`629,District - Kanniyakumari,Rural,40-49,4373,2318,2055,768,309,459,226,121,105,1221,848,373,426,330,96,6,6,0,436,110,326,318,116,202,0,0,0,1434,670,764,0,0,0,112,74,38,98,98,0,28,20,8,0,0,0,0,0,0,28,16,12,82,14,68,94,48,46,200,36,164,432,120,312
B0706,`33,`629,District - Kanniyakumari,Rural,50-59,3258,1716,1542,641,285,356,210,146,64,1071,759,312,398,330,68,12,6,6,244,34,210,244,114,130,12,12,0,996,374,622,0,0,0,92,42,50,32,28,4,22,16,6,0,0,0,0,0,0,6,6,0,80,24,56,36,12,24,108,8,100,336,90,246
B0706,`33,`629,District - Kanniyakumari,Rural,60-69,1854,1023,831,600,300,300,152,101,51,714,500,214,192,174,18,6,6,0,186,68,118,134,54,80,8,6,2,598,252,346,0,0,0,76,38,38,6,6,0,26,12,14,0,0,0,0,0,0,6,6,0,50,12,38,24,18,6,86,14,72,190,56,134
B0706,`33,`629,District - Kanniyakumari,Rural,70-79,587,369,218,224,149,75,59,45,14,242,171,71,34,32,2,0,0,0,90,38,52,54,44,10,0,0,0,176,100,76,0,0,0,22,12,10,0,0,0,10,6,4,0,0,0,0,0,0,2,0,2,8,0,8,0,0,0,26,12,14,88,58,30
B0706,`33,`629,District - Kanniyakumari,Rural,80+,91,62,29,33,21,12,7,5,2,45,34,11,6,6,0,2,2,0,24,12,12,0,0,0,0,0,0,16,12,4,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
B0706,`33,`629,District - Kanniyakumari,Rural,Age not stated,3,2,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`629,District - Kanniyakumari,Urban,Total,82354,51781,30573,20278,12818,7460,2175,1723,452,16398,13310,3088,6655,5953,702,290,258,32,6732,2398,4334,8314,3551,4763,199,175,24,20192,17732,2460,36,36,0,4904,3819,1085,2308,2241,67,1119,924,195,10,2,8,358,266,92,660,480,180,1089,820,269,2617,718,1899,5457,778,4679,23119,9415,13704
B0706,`33,`629,District - Kanniyakumari,Urban,`5-9,1048,542,506,29,18,11,34,21,13,13,7,6,0,0,0,0,0,0,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,23,43,952,503,449
B0706,`33,`629,District - Kanniyakumari,Urban,`10-14,1479,768,711,95,53,42,33,18,15,40,26,14,15,12,3,0,0,0,7,0,7,9,2,7,0,0,0,27,21,6,0,0,0,6,6,0,6,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,26,48,1354,704,650
B0706,`33,`629,District - Kanniyakumari,Urban,15-19,4181,2326,1855,485,329,156,82,51,31,296,245,51,118,109,9,13,11,2,91,30,61,214,84,130,0,0,0,590,559,31,0,0,0,207,127,80,28,28,0,16,8,8,0,0,0,24,11,13,6,3,3,61,58,3,30,10,20,120,58,62,2770,1263,1507
B0706,`33,`629,District - Kanniyakumari,Urban,20-24,9612,5716,3896,1760,1153,607,158,93,65,925,751,174,378,352,26,25,22,3,363,124,239,765,297,468,41,38,3,1974,1860,114,6,6,0,538,422,116,168,165,3,111,90,21,0,0,0,65,45,20,69,31,38,285,267,18,490,69,421,479,81,398,4532,2156,2376
B0706,`33,`629,District - Kanniyakumari,Urban,25-29,10457,6618,3839,1998,1318,680,200,134,66,1513,1262,251,561,507,54,24,21,3,584,203,381,740,357,383,32,32,0,2715,2563,152,7,7,0,589,499,90,370,362,8,105,89,16,0,0,0,101,78,23,91,74,17,131,125,6,587,169,418,678,79,599,3427,1375,2052
B0706,`33,`629,District - Kanniyakumari,Urban,30-34,9721,6129,3592,2326,1443,883,162,135,27,1609,1331,278,707,640,67,24,18,6,844,265,579,1136,519,617,50,42,8,2802,2558,244,3,3,0,637,549,88,453,440,13,113,103,10,4,2,2,57,45,12,99,58,41,115,74,41,362,89,273,747,52,695,2123,649,1474
B0706,`33,`629,District - Kanniyakumari,Urban,35-39,9084,5520,3564,2446,1519,927,201,165,36,1838,1461,377,752,694,58,25,22,3,970,328,642,1198,459,739,26,24,2,2459,2117,342,9,9,0,568,481,87,461,455,6,119,103,16,0,0,0,32,29,3,83,59,24,82,45,37,313,65,248,734,47,687,1660,476,1184
B0706,`33,`629,District - Kanniyakumari,Urban,40-49,15953,10115,5838,4181,2478,1703,408,324,84,3756,2957,799,1558,1371,187,70,61,9,1608,511,1097,2089,800,1289,23,21,2,4589,3882,707,9,9,0,954,704,250,492,471,21,264,203,61,0,0,0,49,38,11,169,135,34,183,108,75,445,142,303,1025,140,885,2443,716,1727
B0706,`33,`629,District - Kanniyakumari,Urban,50-59,11469,7644,3825,3515,2196,1319,387,328,59,3320,2713,607,1411,1258,153,76,70,6,1098,395,703,1306,539,767,11,9,2,2967,2468,499,0,0,0,765,600,165,248,240,8,237,211,26,3,0,3,20,15,5,101,86,15,166,95,71,267,115,152,782,113,669,1819,585,1234
B0706,`33,`629,District - Kanniyakumari,Urban,60-69,6669,4571,2098,2459,1615,844,333,297,36,2268,1877,391,825,719,106,24,24,0,825,370,455,650,365,285,13,6,7,1615,1326,289,2,2,0,436,286,150,70,65,5,110,82,28,3,0,3,10,5,5,29,25,4,47,33,14,80,38,42,511,75,436,1277,591,686
B0706,`33,`629,District - Kanniyakumari,Urban,70-79,2197,1525,672,798,573,225,140,130,10,700,589,111,278,243,35,9,9,0,278,148,130,156,95,61,0,0,0,402,338,64,0,0,0,165,112,53,9,9,0,28,26,2,0,0,0,0,0,0,13,9,4,13,9,4,31,18,13,186,66,120,587,297,290
